epoch,dice_coef,iou_coef,learning_rate,loss,val_dice_coef,val_iou_coef,val_loss
0,0.02715539000928402,0.42880886793136597,0.0010000000474974513,0.1532900631427765,0.03352015092968941,0.4429624676704407,0.14220501482486725
1,0.025077397003769875,0.4604402780532837,0.0010000000474974513,0.12707556784152985,0.031253915280103683,0.46381014585494995,0.14556477963924408
2,0.02967495657503605,0.46017107367515564,0.0010000000474974513,0.12134362757205963,0.0330822579562664,0.46381014585494995,0.12445090711116791
3,0.03221964091062546,0.4624192416667938,0.0010000000474974513,0.1193409115076065,0.02926724962890148,0.46099674701690674,0.12400049716234207
4,0.03220613673329353,0.4593879282474518,0.0010000000474974513,0.11791166663169861,0.03644225373864174,0.46381014585494995,0.12143786996603012
5,0.03413904830813408,0.4553532302379608,0.0010000000474974513,0.11692462116479874,0.032476793974637985,0.46381014585494995,0.12151181697845459
6,0.03670315071940422,0.4540978670120239,0.0010000000474974513,0.11503895372152328,0.03902772068977356,0.46220293641090393,0.11806439608335495
7,0.037811629474163055,0.4515843093395233,0.0010000000474974513,0.11348648369312286,0.03467782959342003,0.46381014585494995,0.11823274940252304
8,0.03980923071503639,0.4587209224700928,0.0010000000474974513,0.11209403723478317,0.04187021777033806,0.46381014585494995,0.11551564931869507
9,0.04151628538966179,0.4569249451160431,0.0010000000474974513,0.11200273782014847,0.041532211005687714,0.46381014585494995,0.11816941946744919
10,0.041821300983428955,0.4595687687397003,0.0010000000474974513,0.11092685908079147,0.04150542616844177,0.46381014585494995,0.1228514015674591
11,0.04463811218738556,0.45424404740333557,0.0010000000474974513,0.11013936996459961,0.04415549710392952,0.46381014585494995,0.11401774734258652
12,0.04535885900259018,0.4601172208786011,0.0010000000474974513,0.10913722962141037,0.04894571006298065,0.46381014585494995,0.11222635209560394
13,0.04618840292096138,0.4638013541698456,0.0010000000474974513,0.10960879176855087,0.05105648562312126,0.46381014585494995,0.11183446645736694
14,0.04708036780357361,0.46363651752471924,0.0010000000474974513,0.1082286387681961,0.049326978623867035,0.46381014585494995,0.11244888603687286
15,0.04650330916047096,0.46352526545524597,0.0010000000474974513,0.10841343551874161,0.04166845232248306,0.46381014585494995,0.11480078101158142
16,0.04881611093878746,0.46346619725227356,0.0010000000474974513,0.10635129362344742,0.05154629796743393,0.46381014585494995,0.12868691980838776
17,0.04825941100716591,0.4639667272567749,0.0010000000474974513,0.10690239816904068,0.0509318970143795,0.46381014585494995,0.1125607118010521
18,0.049959633499383926,0.4637996256351471,0.0010000000474974513,0.10581286996603012,0.05813318118453026,0.46381014585494995,0.10668762028217316
19,0.05059513449668884,0.4641338288784027,0.0010000000474974513,0.10557226091623306,0.05382728949189186,0.46381014585494995,0.10995472222566605
