epoch,dice_coef,iou_coef,learning_rate,loss,val_dice_coef,val_iou_coef,val_loss
0,0.047922372817993164,0.3870393931865692,0.0010000000474974513,1.2399684190750122,0.027119891718029976,0.46381014585494995,1.117904543876648
1,0.06717073172330856,0.41119927167892456,0.0010000000474974513,1.0673024654388428,0.0711902603507042,0.46381014585494995,1.0741780996322632
2,0.08547770231962204,0.2036287933588028,0.0010000000474974513,1.042179822921753,0.09337211400270462,0.09566066414117813,1.1613636016845703
3,0.09762115031480789,0.161980539560318,0.0010000000474974513,1.027578592300415,0.09552381932735443,0.14790859818458557,1.0539894104003906
4,0.1077711433172226,0.15105180442333221,0.0010000000474974513,1.0166738033294678,0.0822436586022377,0.2129146009683609,1.0408515930175781
5,0.10929853469133377,0.16066406667232513,0.0010000000474974513,1.0151267051696777,0.11358201503753662,0.16628313064575195,1.0348988771438599
6,0.11726198345422745,0.16094732284545898,0.0010000000474974513,1.0040173530578613,0.08171559870243073,0.21108213067054749,1.0799757242202759
7,0.12341748178005219,0.17193308472633362,0.0010000000474974513,0.9973665475845337,0.08643533289432526,0.20488135516643524,1.0825130939483643
8,0.13229313492774963,0.1914401352405548,0.0010000000474974513,0.9876526594161987,0.13103555142879486,0.23488007485866547,0.9947630763053894
9,0.14054247736930847,0.1909964233636856,0.0010000000474974513,0.9789543151855469,0.1340121328830719,0.23215509951114655,0.9884960055351257
10,0.1450141966342926,0.1982443481683731,0.0010000000474974513,0.9728143811225891,0.15198640525341034,0.18587331473827362,0.985973596572876
11,0.15472747385501862,0.20669546723365784,0.0010000000474974513,0.9607668519020081,0.07106062769889832,0.25416502356529236,1.2865757942199707
12,0.15778568387031555,0.2193467617034912,0.0010000000474974513,0.957783043384552,0.15038634836673737,0.27709296345710754,0.9618483185768127
13,0.15994347631931305,0.23088085651397705,0.0010000000474974513,0.9546589851379395,0.10056213289499283,0.27771154046058655,1.048084020614624
14,0.1654316782951355,0.22299525141716003,0.0010000000474974513,0.951371431350708,0.1919260174036026,0.30149462819099426,0.9512003064155579
15,0.2088342010974884,0.2911173403263092,0.0010000000474974513,0.9553786516189575,0.23795489966869354,0.2872207760810852,0.9384398460388184
16,0.23071041703224182,0.2906225323677063,0.0010000000474974513,0.9447821378707886,0.2493133544921875,0.30533891916275024,0.932375431060791
17,0.23077140748500824,0.3048989176750183,0.0010000000474974513,0.9353339076042175,0.23160713911056519,0.3500984013080597,0.922636091709137
18,0.2437020242214203,0.2971278131008148,0.0010000000474974513,0.9185541868209839,0.188840851187706,0.23391121625900269,1.0908437967300415
19,0.2407267689704895,0.288833886384964,0.0010000000474974513,0.9187526702880859,0.2400357723236084,0.3289651572704315,0.9096609950065613
